6118082,-0.224456,-0.122104,-10.1562,0.229843,-0.134075,-9.519346,-2.873042,-3.830723,-24.42086,-0.015979,0.14488,0.105464,-0.003196,-0.004261,0,280.998,-265.2354,442.316,100031,39.09,0,0,0,0,0,0,0,0,0,0,0,0,
6120590,-0.2478,-0.19393,-10.00896,0.191536,-0.134075,-9.414001,0.957681,-2.394202,-21.06897,-0.037818,-0.04421,-0.107595,-0.004261,-0.006392,-0.002131,280.998,-265.2354,442.316,100019,39.09,0,0,0,0,0,0,0,0,0,0,0,0,
6123088,-0.271143,-0.147243,-9.973047,0.220267,-0.105345,-9.356541,0,-1.915361,-21.54782,-0.015979,-0.020773,-0.085224,-0.004261,-0.002131,-0.002131,285.2032,-261.7942,455.5772,100031,39.09,0,0,0,0,0,0,0,0,0,0,0,0,
6125595,-0.249596,-0.188543,-9.779117,0.268151,-0.153229,-9.155427,-2.873042,-2.873042,-22.98433,-0.015447,-0.068179,-0.028763,-0.003196,-0.001065,-0.002131,285.2032,-261.7942,455.5772,100031,39.09,0,0,0,0,0,0,0,0,0,0,0,0,
6128103,-0.204704,-0.15263,-9.745,0.316035,-0.114922,-9.155427,-2.394202,-2.394202,-23.94202,0.043145,0.01811,0.120911,-0.004261,-0.002131,-0.002131,285.2032,-261.7942,455.5772,100016,39.07,0,0,0,0,0,0,0,0,0,0,0,0,
6130604,-0.253187,-0.163404,-9.845556,0.21069,-0.067038,-9.203311,-0.957681,-2.873042,-20.59013,0.078299,0.058059,0.052732,-0.002131,-0.002131,-0.001065,282.846,-263.0266,448.5697,100019,39.09,0,0,0,0,0,0,0,0,0,0,0,0,
6133114,-0.150835,-0.210091,-9.705495,0.316035,-0.134075,-9.241618,-0.47884,-3.351882,-24.42086,-0.014382,0.056993,0.028763,-0.002131,-0.005326,-0.002131,282.846,-263.0266,448.5697,100027,39.07,0,0,0,0,0,0,0,0,0,0,0,0,
6135619,-0.156222,-0.145448,-9.886856,0.287304,-0.02873,-9.318233,-0.957681,-1.436521,-21.54782,0.021306,-0.053797,0.057526,0,-0.003196,-0.001065,282.846,-263.0266,448.5697,100019,39.09,0,0,0,0,0,0,0,0,0,0,0,0,
6138121,-0.2065,-0.23523,-9.802461,0.306458,-0.076614,-9.289502,-0.47884,-3.351882,-23.94202,0.03409,-0.008522,0.055928,0.001065,-0.003196,-0.001065,281.5212,-265.2336,444.0677,100019,39.09,0,0,0,0,0,0,0,0,0,0,0,0,
6140624,-0.213683,-0.186748,-9.985617,0.268151,-0.047884,-9.394848,-1.915361,-2.873042,-24.8997,0.105997,-0.058059,-0.019175,-0.001065,-0.004261,-0.002131,281.5212,-265.2336,444.0677,100031,39.09,0,0,0,0,0,0,0,0,0,0,0,0,
6143137,-0.168791,-0.138265,-9.947908,0.258574,-0.076614,-9.375694,0.957681,4.309563,-21.06897,0.072973,0.015447,-0.098007,-0.001065,-0.005326,-0.002131,281.5212,-265.2336,444.0677,100031,39.09,0,0,0,0,0,0,0,0,0,0,0,0,
